reputation,up_votes,down_votes,num_badges,contributing_score,EFF_CLASS_NUM
454,31,8,31,0.47,0
51,1,0,2,0.5,-1
50,1,0,7,0.67,1
4560,64,6,24,1.55,-1
855,217,1,17,36.0,-1
91,6,0,5,0.76,1
44,3,0,12,0.29,1
73,13,0,10,0.17,1
27,3,0,11,0.29,-1
9039,599,9,125,3.26,1
158,16,0,9,0.42,1
136,43,2,9,0.59,-1
675,1,0,11,44.25,1
659,20,0,28,3.5,1
98,7,0,8,1.3,1
30,1,0,7,0.36,1
330,14,2,25,0.98,-1
62,1,0,13,0.45,1
1386,141,76,47,0.9,1
1373,447,3,36,2.32,0
763,329,52,32,0.82,0
339,21,0,13,1.67,-1
154,20,2,10,1.23,1
88,11,0,10,0.57,1
535,3,0,37,1.82,1
77,142,0,11,0.42,-1
117,34,0,10,0.25,1
491,20,0,18,1.45,1
12847,670,10,116,2.49,-1
34,29,0,19,0.2,1
584,189,4,76,0.29,1
156,0,0,21,1.29,-1
973,102,2,19,2.3,-1
694,263,6,38,2.49,-1
6279,1740,124,193,2.09,-1
424,27,1,18,1.37,1
113,176,0,16,0.46,1
1089,0,0,27,8.38,1
61,0,0,6,0.89,-1
360,32,0,20,1.4,1
374,103,1,29,0.93,-1
1055,240,0,131,0.27,1
4818,98,23,36,1.43,0
705,224,1,19,9.08,-1
1649,0,0,12,40.25,-1
37,17,0,6,0.86,1
442,205,2,28,2.32,1
3021,7,0,30,4.05,1
651,177,0,29,1.13,1
428,63,10,27,0.39,1
1224,30,2,23,3.71,1
411,54,1,33,0.92,-1
46,3,0,8,1.0,-1
1691,59,14,23,1.14,-1
211,12,0,13,1.96,0
1013,1183,1,37,1.77,1
14,0,0,12,0.05,1
966,171,54,40,1.46,1
58,2,0,17,0.33,-1
750,48,3,42,1.11,-1
500,2,0,19,1.01,1
30,0,0,4,0.22,-1
320,465,0,16,0.71,1
29,9,0,5,-0.53,1
343,77,3,23,0.24,1
72,20,0,8,0.0,-1
1627,74,3,37,1.38,1
359,181,10,18,0.29,1
119,6,0,4,-0.18,1
64,13,0,12,0.35,1
395,32,0,39,0.27,0
932,75,9,69,0.7,1
7565,2001,9,48,1.31,-1
19,0,0,5,0.08,1
1597,18,2,19,2.59,-1
131,3,0,6,0.29,-1
387,17,0,35,0.43,1
19,0,0,2,0.17,-1
893,152,1,53,0.57,1
1138,70,3,20,3.61,-1
3107,457,21,128,0.97,0
154,18,0,11,0.25,1
162,0,0,5,0.79,-1
654,25,4,16,2.03,1
151,14,0,6,1.8,1
857,49,1,15,5.48,1
192,8,3,10,0.31,-1
1410,1431,102,63,1.11,1
430,6,4,15,0.69,1
118,1,0,14,0.95,1
339,361,30,20,0.34,1
1237,328,28,18,1.52,1
81,15,0,8,0.22,1
81,51,0,5,1.43,-1
61,0,0,8,1.0,-1
318,30,1,20,0.28,0
127,7,0,13,0.22,0
2112,129,4,21,0.84,-1
660,435,3,25,0.82,1
39,6,0,13,0.04,0
1316,59,5,40,1.37,1
163,14,0,13,1.86,1
1106,236,2,24,0.32,1
1708,450,1,30,0.6,1
58,0,0,7,0.67,1
58,6,0,5,0.09,-1
114,3,0,4,0.47,-1
30,0,0,4,0.08,-1
68,4,0,5,1.13,1
141,61,0,19,0.22,1
605,137,5,24,1.0,1
492,20,2,29,1.63,-1
67,7,0,13,0.32,-1
23,1,0,3,1.0,1
676,188,4,31,1.28,1
111,30,0,16,0.38,1
1142,284,65,53,0.51,0
559,30,6,36,1.02,1
2433,151,1,45,1.88,1
106,4,0,8,0.76,1
86,0,0,1,2.0,-1
371,3,2,12,1.25,-1
873,48,5,39,2.05,-1
274,7,2,9,1.1,-1
333,87,0,38,0.31,1
59,10,0,19,0.34,1
360,62,0,7,2.2,-1
36,1,0,5,0.27,-1
456,67,1,6,2.75,-1
230,13,0,8,0.65,1
210,17,0,11,1.07,1
49,16,0,12,0.02,1
46,0,0,4,0.73,-1
626,99,6,21,0.57,-1
1057,359,24,26,0.5,1
51,10,0,10,0.07,1
62,0,0,12,0.38,1
321,8,1,9,1.5,-1
353,26,0,9,1.21,-1
91,1,0,9,0.39,-1
212,183,2,22,0.48,1
539,21,0,20,2.27,1
105,10,0,7,1.0,1
45,3,0,12,0.04,1
83,2,0,9,1.78,1
2383,1263,17,68,2.6,-1
179,9,0,14,0.22,1
114,11,0,11,0.83,1
156,4,0,3,0.88,-1
140,25,1,17,0.3,-1
310,43,1,12,0.14,1
146,225,0,12,0.31,1
1199,701,47,64,5.46,1
318,0,0,8,8.14,0
345,5,0,6,7.75,-1
68,21,0,7,1.75,0
151,8,0,14,0.76,1
394,32,1,17,1.95,-1
366,19,0,9,2.12,-1
2452,205,2,149,1.85,1
537,52,2,18,1.27,-1
932,16,12,22,1.25,-1
225,13,0,14,0.94,1
127,76,0,6,0.79,-1
302,44,1,18,0.77,1
380,6,1,12,0.41,1
1633,166,15,26,0.4,1
10,0,0,5,0.07,1
3982,1729,192,82,0.64,0
2606,149,8,115,4.15,1
430,10,1,19,0.46,1
14,0,0,1,0.5,-1
530,200,0,48,0.1,1
404,9,2,24,0.65,1
88,2,0,13,0.5,1
969,135,2,22,1.1,0
493,44,0,14,1.6,1
81,0,0,6,3.75,-1
307,10,0,9,0.41,1
463,3,0,15,5.5,1
1178,84,8,23,3.44,-1
1275,362,42,54,0.4,1
1634,433,0,97,0.3,1
246,27,1,25,0.28,1
100,21,0,9,0.65,-1
4,0,0,3,-0.08,1
171,69,0,17,0.09,1
368,43,1,18,0.69,1
24,4,0,7,-0.25,-1
51,0,0,4,1.25,-1
105,3,0,14,0.06,1
9652,858,3,292,1.74,-1
1219,315,3,43,0.86,-1
650,103,1,63,0.57,-1
1409,61,15,127,1.07,-1
188,8,0,9,0.68,0
1835,293,20,39,1.44,0
99,2,0,22,0.33,1
4399,383,174,108,1.67,0
221,40,0,11,4.2,-1
33,0,0,7,0.21,-1
4194,1407,12,75,1.83,1
102,10,0,9,0.48,1
6502,379,36,74,1.52,1
59,6,0,10,0.33,-1
95,1,0,10,0.37,1
5,0,0,3,0.0,1
167,37,0,26,0.15,1
563,146,8,30,0.4,1
799,144,1,26,8.87,-1
177,5,0,13,0.27,1
536,2,0,13,9.14,-1
123,0,0,6,4.8,1
80,0,0,7,0.48,1
1133,61,0,68,1.3,0
602,200,15,42,0.96,1
327,1,1,17,0.35,1
59,185,0,4,0.5,-1
71,116,0,6,0.61,-1
44,10,0,7,0.11,1
1765,25,0,42,4.86,1
276,7,0,5,4.33,-1
70,18,0,18,0.2,1
1289,7,3,32,6.68,1
7125,389,24,74,4.13,0
78,1,0,9,0.44,1
73,6,0,7,0.45,1
233,0,0,12,3.64,1
96,5,0,3,0.75,-1
66,3,0,8,1.0,-1
65,36,0,12,0.37,1
141,51,0,12,0.25,-1
758,80,1,27,1.32,1
133,24,0,16,0.19,1
354,180,1,12,0.71,-1
74,0,0,3,2.5,-1
1291,1401,12,35,2.85,1
28,0,0,5,0.5,1
173,32,0,9,1.67,1
519,9,1,12,3.55,-1
285,8,0,9,2.0,1
61,22,0,3,0.75,-1
392,4,0,8,2.64,-1
42,5,0,10,0.21,0
108,132,0,9,1.07,-1
47,5,0,12,0.13,1
239,2,0,19,1.24,1
489,7,1,33,1.13,1
924,21,5,22,0.35,1
929,1117,0,29,1.23,1
57,0,0,14,0.28,1
94,4,0,7,0.92,-1
12,0,0,5,0.06,-1
342,40,1,15,0.8,1
772,1164,2,38,1.09,1
169,15,0,16,0.43,-1
66,150,0,12,0.29,1
24,21,0,6,-0.28,1
178,47,1,10,0.19,-1
342,10,2,15,0.55,1
374,50,1,15,0.28,1
706,13,2,10,1.98,-1
459,0,0,16,2.37,1
323,26,0,23,0.33,1
134,3,0,14,0.43,1
191,115,1,13,1.05,-1
910,0,0,16,25.0,1
25,0,0,13,0.0,1
433,68,1,10,5.47,-1
75,0,0,8,0.52,1
134,15,1,8,0.72,1
110,34,0,6,0.14,1
83,10,0,13,0.46,-1
15,0,0,8,-0.02,1
165,47,1,19,0.09,1
9,1,0,5,-0.14,1
113,33,0,7,0.5,-1
48,1,0,7,1.13,1
881,0,0,23,18.78,-1
141,7,0,4,2.8,-1
74,4,0,12,0.2,1
2,0,0,1,-1.67,1
10,0,0,3,0.0,1
415,1,0,25,1.88,1
857,30,3,27,0.8,1
415,9,3,8,0.3,1
52,1,0,12,0.21,1
560,97,14,15,0.95,-1
65,5,0,6,0.2,1
1130,124,2,45,1.79,1
348,26,0,18,0.35,-1
32,10,0,6,-0.21,1
481,8,0,21,0.52,1
2984,122,0,23,20.36,-1
41,24,0,9,0.12,1
76,0,0,4,0.17,-1
189,86,0,9,0.8,1
395,25,7,9,0.73,-1
20,0,0,11,0.23,1
179,2,0,14,1.2,1
149,45,0,7,0.76,-1
17,14,0,2,-0.4,1
655,28,4,14,1.17,-1
3679,1895,19,74,1.51,-1
20,3,0,7,0.11,1
296,0,0,7,6.2,-1
153,15,0,14,1.0,1
3567,410,11,98,0.48,1
100,12,0,7,0.55,-1
20,21,0,5,0.07,1
25,1,0,8,0.14,1
9,0,0,2,0.2,-1
863,183,12,48,1.32,-1
8716,244,51,62,2.18,-1
45,5,0,9,0.33,1
100,15,0,11,0.41,-1
319,14,0,12,0.16,1
352,0,0,12,3.9,1
866,130,23,24,0.92,1
65,15,0,11,0.15,1
62,4,0,12,1.38,1
198,232,1,25,0.25,-1
904,906,1,101,0.92,0
273,65,0,14,1.32,-1
652,757,8,41,1.45,1
456,6,0,14,0.83,-1
1332,282,4,44,1.73,-1
942,17,11,12,0.6,-1
66,15,0,12,0.79,-1
2741,31,0,28,2.17,1
71,0,0,8,0.15,1
147,135,0,15,0.39,1
403,27,1,9,0.39,-1
131,78,0,6,1.06,-1
2338,43,4,34,1.07,1
334,84,1,22,0.6,1
142,14,0,8,2.82,0
30,9,0,8,-0.11,1
514,10,0,21,0.29,1
34,3,0,6,0.22,1
1150,27,0,18,4.91,1
24,1,0,8,-0.15,1
33,10,0,8,0.16,1
7,0,0,5,0.03,-1
122,7,0,14,1.1,-1
362,214,2,20,0.53,1
304,53,0,13,0.67,-1
253,12,0,13,5.86,1
129,0,0,5,0.8,-1
879,20,1,70,0.57,0
2548,84,15,32,1.93,1
7,0,0,2,-2.0,-1
64,8,0,11,0.13,1
1026,91,0,25,5.06,1
426,165,0,32,0.32,1
30,3,0,6,-0.03,1
423,124,48,15,0.39,1
35,2,0,7,0.0,1
943,269,4,13,0.7,1
1172,114,2,32,5.25,1
480,289,3,29,0.83,-1
9676,173,4,79,4.87,-1
849,2,0,8,1.03,-1
801,12,2,9,0.31,-1
1221,46,0,8,1.77,-1
32,11,0,6,0.1,1
27,1,0,9,0.14,1
574,13,3,10,0.66,-1
445,46,0,14,2.52,1
4368,896,7,75,2.12,0
18,13,0,6,0.8,1
813,115,11,19,0.34,1
66,0,0,8,1.33,1
104,5,0,10,1.06,1
2620,11,2,36,1.01,1
166,3,0,7,1.35,1
342,27,3,24,0.44,0
37,5,0,7,0.05,1
410,114,6,21,0.59,1
659,28,0,24,2.26,1
1382,29,11,35,1.24,-1
2011,49,4,25,1.52,1
1064,22,0,23,3.02,1
77,8,0,10,0.43,1
27,21,0,8,-0.03,1
51,7,0,7,0.16,-1
97,5,0,11,0.78,0
2626,912,5,58,1.95,1
63,1,0,12,0.43,-1
29,2,0,8,0.07,1
4922,758,96,97,1.11,1
919,21,0,30,2.42,-1
65,4,0,8,0.08,1
33,9,0,9,0.25,1
4500,393,1,165,1.05,0
386,78,8,8,0.97,-1
47,4,0,9,0.4,1
108,24,0,8,0.63,1
146,29,0,7,0.35,1
33,5,0,5,0.36,1
164,8,3,10,0.42,1
68,5,0,9,0.19,1
1466,354,58,56,1.53,1
241,1,0,22,1.07,1
2604,190,139,38,0.52,1
7405,767,9,60,1.09,1
757,23,2,96,0.47,1
260,26,2,16,0.72,1
128,14,0,19,0.07,1
491,26,0,42,0.84,0
1177,777,16,28,3.26,-1
104,270,0,9,1.25,-1
353,60,4,20,0.33,1
385,77,1,15,0.53,1
2196,1639,61,69,1.88,-1
879,2,0,9,21.25,-1
206,123,0,19,0.26,1
18,2,0,10,0.21,1
24,0,0,2,0.43,-1
350,0,0,15,3.38,1
55,4,0,9,0.04,1
89,4,0,13,0.16,-1
87,20,0,13,0.2,-1
50,3,0,8,0.6,1
35,4,0,10,0.4,1
3764,10,0,15,71.5,-1
126,4,0,8,1.14,-1
482,709,24,33,1.55,1
522,7,0,10,0.93,-1
1192,92,6,52,1.53,-1
584,12,0,10,4.89,-1
97,6,0,6,0.86,1
362,33,0,13,2.11,1
512,134,10,49,0.87,1
1260,394,12,27,1.71,-1
135,360,0,11,0.82,-1
218,25,0,12,3.38,1
841,69,1,19,1.94,-1
50,0,0,9,1.0,1
339,532,1,22,0.82,1
54,23,0,7,0.06,1
125,4,0,14,0.67,1
91,0,0,5,2.0,-1
5,0,0,3,-0.11,0
305,9,2,23,0.24,1
578,21,3,12,0.73,-1
141,8,0,5,1.0,-1
66,4,0,8,0.25,1
180,27,0,19,0.46,-1
256,0,0,8,7.14,1
103,5,0,9,0.63,1
5,0,0,5,0.0,1
198,105,0,8,1.61,-1
371,83,10,15,0.23,1
39,4,0,3,1.0,-1
1002,61,3,44,0.81,1
521,16,0,31,1.71,1
7,0,0,5,0.13,-1
42,3,0,8,0.11,1
64,4,0,10,0.58,1
5087,29,13,57,3.61,-1
34,0,0,6,1.2,1
88,11,0,7,0.43,1
41,0,0,6,0.42,1
126,3,0,11,1.73,1
90,8,0,7,0.6,1
9,0,0,2,0.13,-1
319,4,0,19,0.55,1
381,4,0,9,0.2,-1
40,0,0,12,0.15,1
640,16,0,18,1.28,1
311,0,1,6,0.32,-1
318,25,1,9,0.33,1
272,93,3,26,0.1,1
210,0,0,18,3.33,-1
331,33,2,16,0.37,1
2371,1249,176,35,0.48,-1
154,514,2,14,0.93,1
341,39,0,13,0.55,1
152,10,0,11,0.81,1
165,161,6,11,0.77,0
5071,599,41,51,2.07,1
111,53,0,11,0.43,-1
87,4,0,8,1.78,-1
1214,83,2,18,0.81,-1
151,53,1,19,2.36,1
90,5,0,14,1.0,1
123,11,0,5,0.12,1
106,31,0,10,0.06,1
178,38,0,24,0.33,1
121431,4265,1470,671,3.19,-1
216,33,5,8,2.09,-1
6836,557,968,63,1.98,1
100,360,0,17,0.27,0
570,27,2,11,9.4,-1
19,3,0,7,0.06,1
413,26,0,38,0.52,1
19,0,0,1,0.22,-1
176,92,4,13,1.75,1
10,0,0,7,-0.11,1
316,43,0,22,0.38,1
85,407,0,13,0.17,1
61,2,0,6,0.8,-1
138,149,0,19,0.29,1
206,25,1,19,1.3,1
122,41,2,21,0.22,0
326,723,0,18,0.31,1
1601,63,2,74,1.02,1
38,8,0,17,0.31,1
32,0,0,8,0.16,1
5801,657,14,46,2.47,1
25,0,0,4,0.17,1
46,2,0,8,0.11,-1
54,47,0,3,0.8,-1
365,109,9,17,3.75,1
1064,382,0,85,0.77,0
756,254,10,41,0.71,1
134,11,0,7,1.13,-1
317,17,0,14,0.21,1
36,0,0,6,0.43,1
41,11,0,9,0.14,1
411,1,0,6,1.5,-1
209,29,1,9,0.74,-1
664,24,7,32,0.17,1
350,203,11,17,0.77,1
33,3,0,7,0.04,1
190,31,0,9,2.1,1
153,172,0,31,0.32,-1
396,21,0,7,0.66,-1
76,0,0,8,0.48,-1
112,6,0,11,0.85,1
714,97,3,33,0.27,1
654,77,0,13,0.91,-1
61,0,0,3,1.5,-1
187,57,0,17,0.17,1
40,2,0,8,0.5,-1
77,48,0,8,0.5,1
321,4,0,9,0.33,1
133,27,0,8,0.24,1
1629,338,9,57,1.9,-1
1471,79,32,33,0.68,1
9,0,0,6,-0.33,-1
56,24,0,5,1.5,-1
189,51,2,19,0.69,1
613,88,6,14,3.06,-1
305,0,0,8,0.87,-1
781,32,3,22,2.83,0
1096,38,0,19,1.69,-1
14,0,0,5,0.15,1
4223,149,2,33,5.96,1
9,0,0,4,0.3,-1
108,0,0,3,0.92,-1
15,1,0,6,-0.07,1
1987,35,0,22,6.59,1
968,250,0,30,1.25,1
72,0,0,6,0.24,-1
85,14,0,13,-0.03,1
697,46,9,18,1.71,1
164,18,0,8,0.61,1
128,128,4,22,0.63,-1
25,11,0,9,0.44,1
61,0,0,3,1.5,-1
69,0,0,9,0.58,1
479,0,0,4,1.13,-1
2161,80,9,37,1.1,-1
300,77,4,13,0.26,-1
7,0,0,4,-0.08,-1
71,58,0,5,0.38,-1
33,8,0,7,0.13,1
2535,462,9,66,0.73,-1
262,0,0,14,3.29,1
15,1,0,7,0.22,1
67,8,0,10,0.04,1
2596,265,0,31,2.28,1
137,50,0,14,0.2,1
176,10,1,16,0.17,1
450,22,13,22,1.87,1
643,54,0,24,1.71,1
18,13,0,6,0.2,1
62,6,0,12,0.03,1
350,3,0,13,1.19,1
740,48,1,26,0.56,1
264,162,2,17,1.58,1
28,0,0,4,0.16,1
218,1,0,10,1.27,1
20,3,0,7,0.15,1
24,3,0,3,0.18,-1
121,0,0,4,3.0,-1
444,329,18,38,0.64,-1
192,23,1,8,0.57,1
393,3,0,13,1.27,1
138,0,0,9,2.0,1
87,7,0,10,1.55,1
97,17,0,7,0.1,1
108,23,0,13,0.5,1
47,3,0,7,1.33,1
47,3,0,6,0.71,1
1073,40,3,24,0.49,1
326,18,0,16,0.85,1
1000,121,44,53,0.68,1
215,26,0,15,0.79,1
96,3,0,3,1.5,-1
91,13,0,7,0.25,-1
416,124,2,17,1.27,1
379,241,7,15,0.49,1
426,1001,24,27,1.13,-1
65,8,0,2,0.57,-1
640,228,13,34,0.56,1
7,0,0,6,-0.03,1
228,33,2,11,0.38,1
589,336,1,38,0.49,1
122,20,0,8,0.52,1
33,15,0,7,0.67,1
89,22,0,9,0.03,1
60,10,0,7,0.1,1
525,115,7,17,0.54,-1
145,128,7,7,0.66,-1
27,0,0,7,0.21,-1
82,0,0,20,0.37,1
33,2,0,10,0.2,1
23,3,0,11,0.17,1
27,1,0,7,0.22,0
191,15,0,15,0.48,1
397,32,0,8,0.16,1
243,48,11,36,0.32,1
302,20,3,15,3.33,1
36,0,0,5,0.36,-1
25,1,0,7,0.12,1
78,15,0,12,0.3,1
438,6,4,13,2.35,1
66,1,0,13,0.25,1
122,102,0,11,0.32,1
4148,99,75,49,1.06,-1
32,6,0,10,0.63,1
67,157,0,14,0.2,1
419,142,2,16,0.44,0
95,1,0,8,2.0,1
51,7,0,4,0.56,-1
103,2,0,9,1.13,-1
146,40,8,11,0.31,1
484,20,16,14,0.34,-1
1040,546,718,53,1.12,1
151,27,0,9,2.57,-1
223,7,0,8,3.0,1
580,13,2,16,5.33,-1
417,8,0,18,2.52,1
56,11,0,7,0.06,1
12,0,0,4,-0.06,1
121,0,0,3,3.0,-1
359,13,1,12,1.23,1
289,47,3,17,2.26,1
34,0,0,7,0.32,-1
486,47,1,23,1.68,-1
29,0,0,6,0.27,-1
420,140,6,43,0.31,1
151,58,0,15,0.58,-1
55,6,0,7,0.85,1
64,12,0,11,0.33,0
2769,169,4,38,4.73,1
57,20,0,11,0.32,1
39,0,0,1,0.6,-1
105,4,0,10,0.41,1
28,1,0,7,-0.03,1
311,3,6,11,0.17,-1
39,1,0,8,0.13,1
101,0,0,2,2.5,-1
131,25,3,16,0.17,-1
377,74,0,12,0.3,1
49,5,0,10,0.04,1
45,7,0,9,0.05,-1
2294,83,4,39,4.88,1
495,127,3,18,1.37,-1
1824,90,6,30,0.43,1
12316,1098,3,98,1.53,-1
44,8,0,10,0.1,1
4,0,0,9,-0.03,1
256,5,0,16,6.13,-1
334,23,2,6,2.82,-1
59,14,0,9,0.17,1
2558,614,13,34,2.97,-1
194,3,0,9,0.45,-1
337,30,5,9,1.84,1
44,5,0,14,0.29,1
861,2,0,17,6.76,1
747,55,2,42,1.81,1
227,0,0,13,2.38,1
290,41,0,26,0.2,1
157,9,0,5,0.66,-1
36,13,0,6,1.17,-1
119,0,0,1,0.25,-1
414,5,0,19,2.96,1
610,36,2,24,1.01,-1
112,154,0,10,0.36,1
1090,5,0,17,0.67,-1
501,0,0,7,1.49,1
851,288,2,57,1.14,1
1963,210,12,75,0.41,0
125,111,6,16,0.34,0
10663,52,1,103,10.79,1
1741,733,113,53,0.6,-1
1283,324,7,35,0.75,-1
2245,69,33,47,0.71,0
669,12,1,17,1.4,1
69,13,0,7,0.72,-1
51,0,0,3,1.0,-1
182,12,0,8,0.84,1
310,31,0,13,1.21,-1
1736,390,3,37,1.34,-1
88268,2822,0,342,1.58,-1
314,17,0,19,0.67,1
11566,1790,116,99,0.53,1
39,30,0,3,0.0,-1
211,58,0,6,0.95,-1
1483,423,1,121,0.61,0
704,181,8,31,1.67,1
506,182,5,58,0.62,1
91,10,0,14,0.12,0
567,430,8,30,0.46,1
164,71,0,11,0.18,1
533,125,1,18,3.32,1
64,8,0,9,0.1,1
356,1,0,5,1.57,-1
44,25,0,11,0.14,1
595,7,0,20,6.42,1
162,55,4,18,0.52,1
2754,197,14,32,0.67,1
155,1670,1,9,1.64,-1
150,22,0,10,0.61,1
263,216,40,15,1.14,1
80,2,0,17,0.42,1
988,47,0,19,2.74,1
157,22,2,10,0.42,1
142,11,0,15,0.14,1
116,3,0,13,0.42,1
161,4,0,8,1.7,-1
490,16,0,23,1.82,-1
214,0,0,4,0.25,-1
255,98,3,12,0.77,-1
266,11,1,8,1.41,-1
1920,83,2,33,2.04,1
152,62,2,13,0.24,-1
661,82,9,26,1.48,1
107,11,0,3,0.9,-1
1643,796,8,35,2.64,-1
109,63,0,5,0.3,-1
223,1,0,10,8.6,1
120,15,0,11,1.88,1
1553,53,5,34,7.0,1
820,43,0,40,1.23,0
129,0,0,14,0.59,1
198,10,0,5,1.06,1
50,0,0,5,0.35,1
86,6,0,15,0.73,-1
138,61,0,9,0.6,1
54,15,0,7,0.14,-1
517,4,6,46,0.16,1
54,0,0,1,1.6,-1
3958,339,6,64,1.21,1
20704,3893,280,136,1.6,1
464,22,0,11,2.6,-1
2835,133,6,61,2.46,1
27,2,0,7,0.15,-1
98,13,0,8,0.83,-1
335,2,0,25,0.53,1
435,9,2,14,0.63,-1
950,186,11,59,0.66,-1
537,220,5,28,0.92,-1
93,0,0,12,1.36,-1
82,94,0,11,0.29,1
4872,403,79,58,1.66,1
452,48,3,27,0.53,1
49,17,0,7,0.1,1
27,3,0,6,0.2,1
68,19,0,5,0.64,1
72,3,0,8,0.33,1
10,0,0,8,-0.33,1
124,0,0,4,0.6,-1
10427,66,0,41,5.7,-1
444,186,5,13,0.5,-1
449,27,6,26,0.56,1
103,18,0,9,0.43,1
153,68,0,10,1.7,1
345,36,0,15,2.2,1
4682,142,24,35,2.1,1
101,0,0,15,0.89,1
60,1,0,5,1.0,-1
89,2,0,9,0.43,1
741,111,5,19,0.7,0
2023,389,140,29,0.42,1
345,191,2,14,0.8,1
144,0,0,3,0.52,-1
72,15,0,12,0.43,1
54,32,0,11,0.16,1
335,16,4,14,0.58,1
76,20,0,10,0.38,1
135,18,1,6,1.06,1
76,0,0,1,1.13,-1
201,54,0,10,0.3,1
135,20,0,22,0.44,-1
17,3,0,5,0.1,1
531,15,4,16,3.0,1
20,49,0,10,0.1,1
39,0,0,6,1.0,-1
254,30,0,19,1.62,1
299,50,11,8,0.3,-1
570,20,0,20,0.83,0
7222,0,1,30,0.67,-1
23,0,0,7,0.67,1
66,0,0,10,1.0,1
807,104,7,70,0.82,1
133,24,0,23,0.34,1
2204,282,6,30,2.31,-1
57,0,0,1,0.06,-1
335,2,0,20,1.04,1
885,21,0,41,1.68,1
171,0,0,8,3.0,-1
186,13,0,9,2.8,-1
71,16,0,7,0.87,1
6243,187,0,25,8.48,-1
210,54,1,18,0.54,-1
28,0,0,6,0.08,1
47420,208,27,177,1.99,1
1068,17,36,16,0.76,-1
19,3,0,6,0.0,-1
164,6,0,5,0.27,-1
47,0,0,4,0.2,1
39,1,0,14,0.33,1
517,0,0,23,2.4,1
69,11,0,7,0.46,1
149,81,1,21,0.63,-1
157,81,1,16,1.04,0
515,18,0,16,1.13,1
301,0,0,6,7.0,-1
1116,147,3,36,2.09,1
369,71,11,25,0.83,1
1323,472,6,105,0.33,1
80,4,0,15,0.3,1
1760,11,2,18,2.86,-1
556,195,5,16,0.88,-1
23,0,0,5,0.29,1
86,26,0,8,0.25,1
54,0,0,10,0.59,1
30,10,0,7,0.15,1
22,3,0,7,-0.05,1
153,389,29,8,2.2,1
657,58,4,21,1.53,1
1197,148,119,17,0.65,1
32,7,0,10,0.2,1
196,38,0,21,0.42,1
1831,27,0,14,0.97,-1
66,1,0,13,0.68,1
346,18,0,14,13.8,1
188,17,1,20,0.27,1
114,39,0,14,0.31,1
490,122,2,19,1.41,0
160,47,0,16,1.13,1
487,15,0,19,2.37,1
90,5,0,12,0.48,1
765,0,0,15,16.33,1
63,10,0,6,0.14,1
74,7,0,11,0.94,-1
188,143,0,16,0.18,1
9917,1387,66,573,0.64,1
1427,12,0,19,28.44,-1
175,9,0,9,0.36,-1
1467,413,39,56,0.76,-1
92,5,0,6,0.33,-1
17,3,0,8,0.1,1
159,53,2,9,1.1,1
10,0,0,10,-1.2,1
135,30,6,7,1.15,-1
461,53,1,24,3.07,-1
23598,2259,49,112,1.75,1
425,26,0,30,0.75,1
121,34,0,8,0.17,1
23,8,0,6,0.0,1
1694,32,6,17,0.78,-1
402,39,0,20,0.48,1
58,74,0,8,0.0,-1
281,0,0,5,5.6,-1
768,1,0,31,2.87,1
305,4,0,17,1.26,1
495,34,0,23,3.64,1
40,1,0,8,0.18,1
56,4,0,4,0.67,-1
8734,3999,27,51,13.78,1
5732,1429,10,46,1.11,1
335,304,1,15,1.1,1
1168,245,16,156,1.03,0
30,0,0,6,0.43,1
86,9,0,13,-0.0,1
30,0,0,7,0.36,1
64,6,0,6,0.71,-1
132,0,0,3,5.25,-1
378,14,0,8,1.86,-1
2244,695,385,47,0.32,-1
238,2,0,7,0.41,-1
258,2,0,6,1.76,1
423,21,0,42,1.3,1
1269,263,190,32,0.98,1
390,8,0,16,0.36,-1
90372,2387,573,341,9.17,1
3544,99,5,55,4.93,1
83531,865,190,389,2.37,-1
706,180,2,32,0.72,1
39,3,0,11,-0.06,0
961,5,1,15,1.27,-1
15,1,0,6,0.07,1
515,0,0,16,2.3,-1
1192,6,1,14,10.8,-1
274,8,19,20,0.52,1
111,2,0,3,1.88,-1
121,1,0,8,3.0,0
306,838,14,25,1.04,-1
367,85,1,19,0.38,1
155,34,0,10,0.66,1
1196,856,17,67,1.11,1
87,40,0,16,0.2,0
419,0,0,12,20.5,1
153,117,3,22,0.29,1
1275,1658,12,68,1.06,0
1016,1112,13,21,3.31,-1
38,19,0,10,0.01,1
1766,13,1,42,4.73,1
62,4,0,8,0.24,-1
382,91,1,20,0.22,1
1360,136,1,43,2.78,1
1135,149,10,51,2.06,-1
710,91,0,26,3.91,1
668,19,0,22,3.03,1
2262,469,2,43,1.51,1
670,718,6,43,0.94,1
85,16,0,24,0.08,1
49,43,0,11,0.09,1
149,27,0,15,1.06,1
28,5,0,5,0.45,1
111,0,0,4,2.4,-1
35,32,0,13,0.16,1
305,259,1,11,0.8,-1
164,28,1,17,0.22,0
46,7,0,2,2.25,-1
416,17,4,20,1.43,1
68,0,0,8,1.3,1
540,84,1,38,0.73,1
335,12,1,16,1.15,1
196,6,0,7,4.75,-1
4672,1472,43,111,2.72,-1
92,60,0,7,1.1,1
1396,76,7,29,2.94,-1
516,11,0,9,1.28,-1
79,0,0,3,1.4,-1
93,16,0,27,0.1,1
870,486,6,41,0.9,1
326,2,0,5,0.58,-1
9833,3344,99,176,1.88,0
223,133,2,16,0.57,0
161,6,0,10,1.86,1
18,13,0,8,-0.21,1
